participant,age_group,frame,timestamp,true_location,humna_class,human_score_blinks_removed,l2cs_score,l2cs_class,l2cs_norm
EX01,adult,35.1627907,1.160372093,0.0,Centre,0,0.06369615,right,0.06773450217323318
EX01,adult,36.16744186,1.193525581,0.0,Centre,0,0.07348141,right,0.07814014669751841
EX01,adult,37.17209302,1.22667907,0.0,Centre,0,0.078365915,right,0.08333432898390906
EX01,adult,38.17674419,1.259832558,0.0,Centre,0,0.07647746,right,0.0813261466693761
EX01,adult,39.18139535,1.292986047,0.0,Centre,0,0.076672144,right,0.08153317332357057
EX01,adult,40.18604651,1.326139535,0.0,Centre,0,0.076700106,right,0.08156290815071147
EX01,adult,41.19069767,1.359293023,0.0,Centre,0,0.07398261,right,0.0786731234685732
EX01,adult,42.19534884,1.392446512,0.0,Centre,0,0.051657338,right,0.054932423109048806
EX01,adult,43.2,1.4256,0.0,Centre,0,0.05709125,right,0.0607108476072124
EX01,adult,44.20465116,1.458753488,0.0,Centre,0,0.049744125,right,0.052897912835392684
EX01,adult,45.20930233,1.491906977,0.0,Centre,0,0.031910263,right,0.03393337997943076
EX01,adult,46.21395349,1.525060465,0.0,Centre,0,0.022075742,right,0.02347534891716107
EX01,adult,47.21860465,1.558213953,0.0,Centre,0,0.014223678,right,0.015125462034686798
EX01,adult,48.22325581,1.591367442,0.0,Centre,0,0.017453825,right,0.018560401060306063
EX01,adult,49.22790698,1.62452093,0.0,Centre,0,0.017100424,right,0.018184593806890734
EX01,adult,50.23255814,1.657674419,0.0,Centre,0,0.0012314457,right,0.0013095195985708015
EX01,adult,51.2372093,1.690827907,0.0,Centre,0,0.037455764,right,0.03983046648294721
EX01,adult,52.24186047,1.723981395,0.0,Centre,0,0.044450287,right,0.04726844373761881
EX01,adult,53.24651163,1.757134884,0.0,Centre,0,0.030684942,right,0.03263037378761452
EX01,adult,54.25116279,1.790288372,0.0,Centre,0,0.030386135,right,0.03231262194210619
EX01,adult,55.25581395,1.82344186,0.0,Centre,0,0.032597627,right,0.034664323512637485
EX01,adult,56.26046512,1.856595349,0.0,Centre,0,0.040948767,right,0.04354492714499897
EX01,adult,57.26511628,1.889748837,0.0,Centre,0,0.044441767,right,0.04725938384557628
EX01,adult,58.26976744,1.922902326,0.0,Centre,0,0.047212787,right,0.05020608699245748
EX01,adult,59.2744186,1.956055814,0.0,Centre,0,0.04181163,right,0.04446249573903809
EX01,adult,60.27906977,1.989209302,0.0,Centre,0,0.055638228,right,0.05916570223250952
EX01,adult,61.28372093,2.022362791,0.0,Centre,0,0.04137354,right,0.043996630306458395
EX01,adult,62.28837209,2.055516279,0.0,Centre,0,0.05138809,right,0.054646103582478595
EX01,adult,63.29302326,2.088669767,0.0,Centre,0,0.08478999,right,0.09016569358064934
EX01,adult,64.29767442,2.121823256,0.0,Centre,0,0.075271055,right,0.08004325486402508
EX01,adult,65.30232558,2.154976744,0.0,Centre,0,0.07058495,right,0.07506005278331926
EX01,adult,66.30697674,2.188130233,0.0,Centre,0,0.04847459,right,0.05154788988419438
EX01,adult,67.31162791,2.221283721,0.0,Centre,0,0.038397722,right,0.0408321451022802
EX01,adult,68.31627907,2.254437209,0.0,Centre,0,0.047977913,right,0.051019722343108816
EX01,adult,69.32093023,2.287590698,0.0,Centre,0,0.052559085,right,0.05589134157328468
EX01,adult,70.3255814,2.320744186,0.0,Centre,0,0.043222304,right,0.04596260707231573
EX01,adult,71.33023256,2.353897674,0.0,Centre,0,0.06555611,right,0.06971237920830599
EX01,adult,72.33488372,2.387051163,0.0,Centre,0,0.05417882,right,0.0576137668906178
EX01,adult,73.33953488,2.420204651,0.0,Centre,0,0.053621683,right,0.057021308580857875
EX01,adult,74.34418605,2.45335814,0.0,Centre,0,0.069397986,right,0.07379783195159217
EX01,adult,75.34883721,2.486511628,0.0,Centre,0,0.041012682,right,0.043612894161952936
EX01,adult,76.35348837,2.519665116,0.0,Centre,0,0.052143898,right,0.0554498312855574
EX01,adult,77.35813953,2.552818605,0.0,Centre,0,0.053423014,right,0.05681004314901343
EX01,adult,78.3627907,2.585972093,0.0,Centre,0,0.022610238,right,0.024043731366016532
EX01,adult,79.36744186,2.619125581,0.0,Centre,0,0.02867186,right,0.030489662326454142
EX01,adult,80.37209302,2.65227907,0.0,Centre,0,0.040649958,right,0.04322717331875342
EX01,adult,81.37674419,2.685432558,0.0,Centre,0,0.0413248,right,0.043944802336369874
EX01,adult,82.38139535,2.718586047,0.0,Centre,0,0.037985202,right,0.040393471230251415
EX01,adult,83.38604651,2.751739535,0.0,Centre,0,0.035909,right,0.03818563852692985
EX01,adult,84.39069767,2.784893023,0.0,Centre,0,0.03992398,right,0.04245516910298401
EX01,adult,85.39534884,2.818046512,0.0,Centre,0,0.066072494,right,0.0702615029491751
EX01,adult,86.4,2.8512,0.0,Centre,0,0.059738435,right,0.06352586342078452
EX01,adult,87.40465116,2.884353488,0.0,Centre,0,0.0629289,right,0.06691860482067705
EX01,adult,88.40930233,2.917506977,0.0,Centre,0,0.084810495,right,0.0901874975359629
EX01,adult,89.41395349,2.950660465,0.0,Left,-1,0.09375179,right,0.09969567002603924
EX01,adult,90.41860465,2.983813953,0.0,Left,-1,0.07447344,right,0.07919507149478917
EX01,adult,91.42325581,3.016967442,-0.022727273,Left,-1,0.04621304,right,0.04914295402014863
EX01,adult,92.42790698,3.05012093,-0.045454545,Left,-1,0.07181507,right,0.07636816333495046
EX01,adult,93.43255814,3.083274419,-0.068181818,Left,-1,0.06463705,right,0.068735051772351
EX01,adult,94.4372093,3.116427907,-0.090909091,Left,-1,0.06716173,right,0.07141979846046329
EX01,adult,95.44186047,3.149581395,-0.113636364,Left,-1,0.055936508,right,0.0594828935293847
EX01,adult,96.44651163,3.182734884,-0.136363636,Left,-1,0.03658837,right,0.038908080735989975
EX01,adult,97.45116279,3.215888372,-0.159090909,Left,-1,0.011606056,right,0.012341882501527228
EX01,adult,98.45581395,3.24904186,-0.181818182,Left,-1,0.01222604,right,0.013001172865814276
EX01,adult,99.46046512,3.282195349,-0.204545455,Left,-1,0.011559185,right,0.012292039230132761
EX01,adult,100.4651163,3.315348837,-0.227272727,Left,-1,0.012907543,right,0.013725884009359474
EX01,adult,101.4697674,3.348502326,-0.25,Left,-1,0.0050573433,right,0.00537797984484204
EX01,adult,102.4744186,3.381655814,-0.272727273,Left,-1,0.025061678,right,0.02665059348591623
EX01,adult,103.4790698,3.414809302,-0.295454545,Left,-1,0.034222685,right,0.036392409776944266
EX01,adult,104.4837209,3.447962791,-0.318181818,Left,-1,0.030843934,right,0.03279944555520666
EX01,adult,105.4883721,3.481116279,-0.340909091,Left,-1,0.0023097596,right,0.0024561988288423734
EX01,adult,106.4930233,3.514269767,-0.363636364,Left,-1,-0.013825535,left,-0.07056696498279094
EX01,adult,107.4976744,3.547423256,-0.386363636,Left,-1,-0.050614443,left,-0.25834136939696095
EX01,adult,108.5023256,3.580576744,-0.409090909,Left,-1,-0.011039868,left,-0.0563486322390267
EX01,adult,109.5069767,3.613730233,-0.431818182,Left,-1,-0.05392981,left,-0.27526334571567845
EX01,adult,110.5116279,3.646883721,-0.454545455,Left,-1,-0.026914973,left,-0.137376815111567
EX01,adult,111.5162791,3.680037209,-0.477272727,Left,-1,-0.076556295,left,-0.39075127732150716
EX01,adult,112.5209302,3.713190698,-0.5,Left,-1,-0.06315447,left,-0.32234695244250067
EX01,adult,113.5255814,3.746344186,-0.522727273,Left,-1,-0.071474984,left,-0.3648157391899511
EX01,adult,114.5302326,3.779497674,-0.545454545,Left,-1,-0.057796456,left,-0.29499911051252503
EX01,adult,115.5348837,3.812651163,-0.568181818,Left,-1,-0.0829668,left,-0.42347114444067285
EX01,adult,116.5395349,3.845804651,-0.590909091,Left,-1,-0.07068083,left,-0.3607622774560521
EX01,adult,117.544186,3.87895814,-0.613636364,Left,-1,-0.062123027,left,-0.3170823768839432
EX01,adult,118.5488372,3.912111628,-0.636363636,Left,-1,-0.0827295,left,-0.4222599735732092
EX01,adult,119.5534884,3.945265116,-0.659090909,Left,-1,-0.10381428,left,-0.5298788692229804
EX01,adult,120.5581395,3.978418605,-0.681818182,Left,-1,-0.09031285,left,-0.4609661788644846
EX01,adult,121.5627907,4.011572093,-0.704545455,Left,-1,-0.07476958,left,-0.38163169194816465
EX01,adult,122.5674419,4.044725581,-0.727272727,Left,-1,-0.14919801,left,-0.761522133254883
EX01,adult,123.572093,4.07787907,-0.75,Left,-1,-0.14628105,left,-0.7466336568826594
EX01,adult,124.5767442,4.111032558,-0.772727273,Left,-1,-0.13942634,left,-0.7116464903729618
EX01,adult,125.5813953,4.144186047,-0.795454545,Left,-1,-0.1451058,left,-0.7406350354931742
EX01,adult,126.5860465,4.177339535,-0.818181818,Left,-1,-0.14138828,left,-0.7216604689025063
EX01,adult,127.5906977,4.210493023,-0.840909091,Left,-1,-0.14270337,left,-0.7283728098700177
EX01,adult,128.5953488,4.243646512,-0.863636364,Left,-1,-0.18591262,left,-0.9489173313611227
EX01,adult,129.6,4.2768,-0.886363636,Left,-1,-0.16887158,left,-0.8619380817843233
EX01,adult,130.6046512,4.309953488,-0.886363636,Left,-1,-0.16926946,left,-0.8639688817047068
EX01,adult,131.6093023,4.343106977,-0.909090909,Left,-1,-0.18577254,left,-0.9482023188128464
EX01,adult,132.6139535,4.376260465,-0.931818182,Left,-1,-0.18503962,left,-0.9444614516511648
EX01,adult,133.6186047,4.409413953,-0.954545455,Left,-1,-0.19138408,left,-0.9768441957918991
EX01,adult,134.6232558,4.442567442,-0.977272727,Left,-1,-0.14894022,left,-0.7602063458827758
EX01,adult,135.627907,4.47572093,-1.0,Left,-1,-0.1232543,left,-0.6291027372104137
EX01,adult,136.6325581,4.508874419,-1.0,Left,-1,-0.13790327,left,-0.7038726208301614
EX01,adult,137.6372093,4.542027907,-1.0,Left,-1,-0.13426806,left,-0.6853181174566119
EX01,adult,138.6418605,4.575181395,-1.0,Left,-1,-0.19592078,left,-1.0
EX01,adult,139.6465116,4.608334884,-1.0,Left,-1,-0.16522945,left,-0.8433482879286548
EX01,adult,140.6511628,4.641488372,-1.0,Left,-1,-0.16695197,left,-0.8521401814006838
EX01,adult,141.655814,4.67464186,-1.0,Left,-1,-0.12481863,left,-0.6370872468183615
EX01,adult,142.6604651,4.707795349,-1.0,Left,-1,-0.1643916,left,-0.8390718268551595
EX01,adult,143.6651163,4.740948837,-1.0,Left,-1,-0.17773885,left,-0.9071975166452807
EX01,adult,144.6697674,4.774102326,-1.0,Left,-1,-0.17579767,left,-0.8972895616762401
EX01,adult,145.6744186,4.807255814,-1.0,Left,-1,-0.1822284,left,-0.9301126762727258
EX01,adult,146.6790698,4.840409302,-1.0,Left,-1,-0.17381547,left,-0.8871722215837653
EX01,adult,147.6837209,4.873562791,-1.0,Left,-1,-0.14985688,left,-0.7648850728181831
EX01,adult,148.6883721,4.906716279,-1.0,Left,-1,-0.1537198,left,-0.7846018043323782
EX01,adult,149.6930233,4.939869767,-1.0,Left,-1,-0.16057104,left,-0.8195712495439428
EX01,adult,150.6976744,4.973023256,-1.0,Left,-1,-0.1740397,left,-0.888316728426278
EX01,adult,151.7023256,5.006176744,-1.0,Left,-1,-0.17378432,left,-0.8870131862430095
EX01,adult,152.7069767,5.039330233,-1.0,Left,-1,-0.15590438,left,-0.7957521515975674
EX01,adult,153.7116279,5.072483721,-1.0,Left,-1,-0.1489775,left,-0.7603966406807534
EX01,adult,154.7162791,5.105637209,-1.0,Left,-1,-0.15273896,left,-0.7795954995812678
EX01,adult,155.7209302,5.138790698,-1.0,Left,-1,-0.13227814,left,-0.6751613798000474
EX01,adult,156.7255814,5.171944186,-1.0,Left,-1,-0.14977325,left,-0.7644582405215203
EX01,adult,157.7302326,5.205097674,-1.0,Left,-1,-0.15142813,left,-0.7729049109367866
EX01,adult,158.7348837,5.238251163,-1.0,Left,-1,-0.18173358,left,-0.9275870490319418
EX01,adult,159.7395349,5.271404651,-1.0,Left,-1,-0.12925173,left,-0.6597142642227298
EX01,adult,160.744186,5.30455814,-1.0,Left,-1,-0.14792183,left,-0.7550083773063642
EX01,adult,161.7488372,5.337711628,-1.0,Left,-1,-0.11016246,left,-0.5622806276320976
EX01,adult,162.7534884,5.370865116,-1.0,Left,-1,-0.10127203,left,-0.5169029620503344
EX01,adult,163.7581395,5.404018605,-1.0,Left,-1,-0.14232571,left,-0.7264452193984174
EX01,adult,164.7627907,5.437172093,-1.0,Left,-1,-0.15661678,left,-0.7993882881689952
EX01,adult,165.7674419,5.470325581,-0.977272727,Left,-1,-0.14622459,left,-0.7463454766310459
EX01,adult,166.772093,5.50347907,-0.954545455,Left,-1,-0.1374295,left,-0.7014544622342784
EX01,adult,167.7767442,5.536632558,-0.931818182,Left,-1,-0.16253778,left,-0.8296097184511646
EX01,adult,168.7813953,5.569786047,-0.909090909,Left,-1,-0.17729196,left,-0.9049165650100498
EX01,adult,169.7860465,5.602939535,-0.886363636,Left,-1,-0.17930105,left,-0.9151711881202502
EX01,adult,170.7906977,5.636093023,-0.863636364,Left,-1,-0.09685198,left,-0.49434257064238035
EX01,adult,171.7953488,5.669246512,-0.840909091,Left,-1,-0.107219666,left,-0.5472603063229059
EX01,adult,172.8,5.7024,-0.818181818,Left,-1,-0.100653104,left,-0.5137438934726375
EX01,adult,173.8046512,5.735553488,-0.795454545,Left,-1,-0.104327746,left,-0.5324996438627532
EX01,adult,174.8093023,5.768706977,-0.772727273,Left,-1,-0.09708021,left,-0.4955074607805996
EX01,adult,175.8139535,5.801860465,-0.75,Left,-1,-0.08188955,left,-0.41797275042380905
EX01,adult,176.8186047,5.835013953,-0.727272727,Left,-1,-0.11469223,left,-0.5854010653010061
EX01,adult,177.8232558,5.868167442,-0.704545455,Centre,0,-0.11282535,left,-0.5758722928720603
EX01,adult,178.827907,5.90132093,-0.681818182,Centre,0,-0.105587415,left,-0.5389291285737983
EX01,adult,179.8325581,5.934474419,-0.659090909,Centre,0,-0.104231864,left,-0.5320102546231102
EX01,adult,180.8372093,5.967627907,-0.636363636,Centre,0,-0.098321244,left,-0.5018418361211927
EX01,adult,181.8418605,6.000781395,-0.613636364,Centre,0,-0.09523145,left,-0.4860712117816058
EX01,adult,182.8465116,6.033934884,-0.590909091,Centre,0,-0.07544044,left,-0.3850558194271214
EX01,adult,183.8511628,6.067088372,-0.568181818,Centre,0,-0.041983403,left,-0.21428764830844124
EX01,adult,184.855814,6.10024186,-0.545454545,Centre,0,-0.08089911,left,-0.4129174649173438
EX01,adult,185.8604651,6.133395349,-0.522727273,Centre,0,-0.0698145,left,-0.3563404713150367
EX01,adult,186.8651163,6.166548837,-0.5,Centre,0,-0.04640718,left,-0.23686707299904677
EX01,adult,187.8697674,6.199702326,-0.477272727,Centre,0,-0.05441957,left,-0.2777631325657299
EX01,adult,188.8744186,6.232855814,-0.454545455,Centre,0,-0.024644362,left,-0.12578738085374216
EX01,adult,189.8790698,6.266009302,-0.431818182,Centre,0,-0.02326431,left,-0.11874345005989875
EX01,adult,190.8837209,6.299162791,-0.409090909,Centre,0,-0.03372068,left,-0.17211384892068549
EX01,adult,191.8883721,6.332316279,-0.386363636,Centre,0,-0.034416296,left,-0.17566434522731597
EX01,adult,192.8930233,6.365469767,-0.363636364,Centre,0,-0.034874894,left,-0.17800507772234317
EX01,adult,193.8976744,6.398623256,-0.340909091,Centre,0,-0.01765809,left,-0.09012872545609715
EX01,adult,194.9023256,6.431776744,-0.318181818,Centre,0,-0.018992867,left,-0.09694156633914716
EX01,adult,195.9069767,6.464930233,-0.295454545,Centre,0,-0.0062978435,left,-0.03214484712185963
EX01,adult,196.9116279,6.498083721,-0.272727273,Centre,0,-0.0069077075,left,-0.035257656361364194
EX01,adult,197.9162791,6.531237209,-0.25,Centre,0,0.006177468,right,0.006569120931074528
EX01,adult,198.9209302,6.564390698,-0.227272727,Centre,0,0.023337014,right,0.024816585318053155
EX01,adult,199.9255814,6.597544186,-0.204545455,Centre,0,0.024427045,right,0.025975724623396885
EX01,adult,200.9302326,6.630697674,-0.181818182,Centre,0,0.026592463,right,0.028278430678063713
EX01,adult,201.9348837,6.663851163,-0.159090909,Centre,0,0.032498557,right,0.03455897206140045
EX01,adult,202.9395349,6.697004651,-0.136363636,Centre,0,0.0219045,right,0.023293249840875496
EX01,adult,203.944186,6.73015814,-0.113636364,Centre,0,0.025104554,right,0.026696188075974615
EX01,adult,204.9488372,6.763311628,-0.090909091,Centre,0,0.020970795,right,0.022300347868162637
EX01,adult,205.9534884,6.796465116,-0.068181818,Centre,0,0.039962064,right,0.04249566725617632
EX01,adult,206.9581395,6.829618605,-0.045454545,Centre,0,0.043218847,right,0.04595893082403612
EX01,adult,207.9627907,6.862772093,-0.022727273,Centre,0,0.03705975,right,0.039409345904158684
EX01,adult,208.9674419,6.895925581,-0.022727273,Centre,0,0.06956949,right,0.07398021031182572
EX01,adult,209.972093,6.92907907,-0.022727273,Centre,0,0.07418848,right,0.07889204246903427
EX01,adult,210.9767442,6.962232558,-0.022727273,Centre,0,0.07940401,right,0.0844382413740954
EX01,adult,211.9813953,6.995386047,-0.022727273,Centre,0,0.07998698,right,0.08505817250909142
EX01,adult,212.9860465,7.028539535,-0.022727273,Centre,0,0.08120165,right,0.08634985086474867
EX01,adult,213.9906977,7.061693023,-0.022727273,Centre,0,0.10496531,right,0.11162012800442975
EX01,adult,214.9953488,7.094846512,-0.022727273,Centre,0,0.10105072,right,0.10745735520303856
EX01,adult,216.0,7.128,-0.022727273,Centre,0,0.08765849,right,0.09321605266770759
EX01,adult,217.0046512,7.161153488,-0.022727273,Centre,0,0.09370786,right,0.09964895631945178
EX01,adult,218.0093023,7.194306977,-0.022727273,Centre,0,0.10728492,right,0.11408680344761099
EX01,adult,219.0139535,7.227460465,0.0,Centre,0,0.11020454,right,0.11719152980987331
EX01,adult,220.0186047,7.260613953,0.0,Centre,0,0.10900212,right,0.11591287678217227
EX01,adult,221.0232558,7.293767442,0.0,Centre,0,0.09747383,right,0.1036536900595641
EX01,adult,222.027907,7.32692093,0.0,Centre,0,0.09680032,right,0.10293747924979689
EX01,adult,223.0325581,7.360074419,0.0,Centre,0,0.072071,right,0.07664031662892597
EX01,adult,224.0372093,7.393227907,0.0,Centre,0,0.07187472,right,0.07643159446367151
EX01,adult,225.0418605,7.426381395,0.0,Centre,0,0.096275136,right,0.10237899850630229
EX01,adult,226.0465116,7.459534884,0.0,Centre,0,0.101051524,right,0.10745821088151743
EX01,adult,227.0511628,7.492688372,0.0,Centre,0,0.06517501,right,0.06930712037317216
EX01,adult,228.055814,7.52584186,0.0,Centre,0,0.069847524,right,0.07427587099512364
EX01,adult,229.0604651,7.558995349,0.0,Centre,0,0.08862042,right,0.09423896875150932
EX01,adult,230.0651163,7.592148837,0.0,Centre,0,0.092869215,right,0.09875714127074212
EX01,adult,231.0697674,7.625302326,0.0,Centre,0,0.095424786,right,0.10147473650490456
EX01,adult,232.0744186,7.658455814,0.0,Centre,0,0.11079976,right,0.11782448627282555
EX01,adult,233.0790698,7.691609302,0.0,Centre,0,0.102998026,right,0.10952812089076257
EX01,adult,234.0837209,7.724762791,0.0,Centre,0,0.09536407,right,0.10141017239449389
EX01,adult,235.0883721,7.757916279,0.0,Centre,0,0.08550186,right,0.09092269173124293
EX01,adult,236.0930233,7.791069767,0.0,Centre,0,0.09901687,right,0.10529455654114223
EX01,adult,237.0976744,7.824223256,0.0,Centre,0,0.09592041,right,0.10200177898724938
EX01,adult,238.1023256,7.857376744,0.0,Centre,0,0.116944194,right,0.12435847882931014
EX01,adult,239.1069767,7.890530233,0.0,Centre,0,0.10890331,right,0.11580780263414599
EX01,adult,240.1116279,7.923683721,0.0,Centre,0,0.10888707,right,0.11579053060559091
EX01,adult,241.1162791,7.956837209,0.0,Centre,0,0.12652919,right,0.13455116241069093
EX01,adult,242.1209302,7.989990698,0.0,Centre,0,0.13557169,right,0.14416696023833245
EX01,adult,243.1255814,8.023144186,0.0,Centre,0,0.12165187,right,0.12936462576996802
EX01,adult,244.1302326,8.056297674,0.0,Centre,0,0.11973626,right,0.12732756430677303
EX01,adult,245.1348837,8.089451163,0.0,Centre,0,0.10976112,right,0.11671999550737107
EX01,adult,246.1395349,8.122604651,0.0,Centre,0,0.11643341,right,0.12381531314599764
EX01,adult,247.144186,8.15575814,0.0,Centre,0,0.116015024,right,0.12337039995172706
EX01,adult,248.1488372,8.188911628,0.0,Centre,0,0.12975268,right,0.13797902624296174
EX01,adult,249.1534884,8.222065116,0.022727273,Centre,0,0.11687575,right,0.1242856986209125
EX01,adult,250.1581395,8.255218605,0.045454545,Centre,0,0.1086133,right,0.11549940184905147
EX01,adult,251.1627907,8.288372093,0.068181818,Right,1,0.12209182,right,0.1298324679782929
EX01,adult,252.1674419,8.321525581,0.090909091,Right,1,0.13024749,right,0.1385052051238788
EX01,adult,253.172093,8.35467907,0.113636364,Right,1,0.13537621,right,0.14395909375155685
EX01,adult,254.1767442,8.387832558,0.136363636,Right,1,0.12660322,right,0.13462988483074742
EX01,adult,255.1813953,8.420986047,0.159090909,Right,1,0.1661919,right,0.17672850538830245
EX01,adult,256.1860465,8.454139535,0.159090909,Right,1,0.16691655,right,0.1774990913962226
EX01,adult,257.1906977,8.487293023,0.181818182,Right,1,0.14082317,right,0.14975138737173221
EX01,adult,258.1953488,8.520446512,0.204545455,Right,1,0.14672154,right,0.1560237166185564
EX01,adult,259.2,8.5536,0.227272727,Right,1,0.14028068,right,0.14917450161799292
EX01,adult,260.2046512,8.586753488,0.25,Right,1,0.12252778,right,0.1302960634860189
EX01,adult,261.2093023,8.619906977,0.272727273,Right,1,0.15756167,right,0.1675511160139023
EX01,adult,262.2139535,8.653060465,0.295454545,Right,1,0.1544985,right,0.16429373819559848
EX01,adult,263.2186047,8.686213953,0.318181818,Right,1,0.14645389,right,0.1557390926030462
EX01,adult,264.2232558,8.719367442,0.340909091,Right,1,0.14794207,right,0.15732162241203212
EX01,adult,265.227907,8.75252093,0.363636364,Right,1,0.16191301,right,0.17217832415560064
EX01,adult,266.2325581,8.785674419,0.386363636,Right,1,0.13520443,right,0.14377642224221482
EX01,adult,267.2372093,8.818827907,0.409090909,Right,1,0.19674262,right,0.20921614527113408
EX01,adult,268.2418605,8.851981395,0.431818182,Right,1,0.18554804,right,0.19731181950584378
EX01,adult,269.2465116,8.885134884,0.454545455,Right,1,0.2169768,right,0.2307331789140033
EX01,adult,270.2511628,8.918288372,0.477272727,Right,1,0.21804072,right,0.23186454432205356
EX01,adult,271.255814,8.95144186,0.5,Right,1,0.21486117,right,0.228483410042268
EX01,adult,272.2604651,8.984595349,0.522727273,Right,1,0.21148588,right,0.2248941240495472
EX01,adult,273.2651163,9.017748837,0.545454545,Right,1,0.21751076,right,0.23130098496832785
EX01,adult,274.2697674,9.050902326,0.568181818,Right,1,0.21419059,right,0.22777031295141
EX01,adult,275.2744186,9.084055814,0.590909091,Right,1,0.23227106,right,0.2469970914537749
EX01,adult,276.2790698,9.117209302,0.613636364,Right,1,0.27524754,right,0.29269829271226877
EX01,adult,277.2837209,9.150362791,0.613636364,Right,1,0.2807342,right,0.2985328156499664
EX01,adult,278.2883721,9.183516279,0.636363636,Right,1,0.28634897,right,0.3045035499247827
EX01,adult,279.2930233,9.216669767,0.659090909,Right,1,0.31115097,right,0.3308780009119631
EX01,adult,280.2976744,9.249823256,0.681818182,Right,1,0.27633575,right,0.29385548693366287
EX01,adult,281.3023256,9.282976744,0.704545455,Right,1,0.3385509,right,0.3600150890976801
EX01,adult,282.3069767,9.316130233,0.727272727,Right,1,0.3451212,right,0.3670019574120581
EX01,adult,283.3116279,9.349283721,0.75,Right,1,0.30855995,right,0.3281227162099858
EX01,adult,284.3162791,9.382437209,0.772727273,Right,1,0.31258962,right,0.33240785895680497
EX01,adult,285.3209302,9.415590698,0.795454545,Right,1,0.3155127,right,0.335516253644398
EX01,adult,286.3255814,9.448744186,0.818181818,Right,1,0.36985397,right,0.39330278835825977
EX01,adult,287.3302326,9.481897674,0.840909091,Right,1,0.42072356,right,0.44739751412091333
EX01,adult,288.3348837,9.515051163,0.863636364,Right,1,0.43332082,right,0.46079344593386024
EX01,adult,289.3395349,9.548204651,0.886363636,Right,1,0.46398818,right,0.49340512750433324
EX01,adult,290.344186,9.58135814,0.909090909,Right,1,0.47534287,right,0.5054797015951241
EX01,adult,291.3488372,9.614511628,0.931818182,Right,1,0.492916,right,0.5241669589706606
